,MatchID,Player,GameWeek,ForTeam,AgainstTeam,RelativeStrength,Goals,ShotsOnTarget,ShotsInBox,CloseShots,TotalShots,Headers,ShotsCentre,ShotsLeft,ShotsRight,GoalAssists,ShotOnTargetCreated,ShotInBoxCreated,CloseShotCreated,TotalShotCreated,HeadersCreated,CreatedCentre,CreatedLeft,CreatedRight,XG,XA,XGI,Date,BPS,CleanSheet,MinutesPlayed,NetTransfersIn,Points,Price,Saves,SelectedBy
73,58897,Luka Milivojevic,1,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,0.0,0.30550550259629544,0.30550550259629544,2020-09-12,6,0.0,16.0,0,1,6.0,0.0,57448
74,58897,Patrick van Aanholt,1,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,5.5,0.0,5818
75,58897,Jordan Ayew,1,Crystal Palace,Southampton,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.233201581027668,0.0,0.233201581027668,2020-09-12,-7,1.0,90.0,0,2,6.0,0.0,403544
76,58897,Wilfried Zaha,1,Crystal Palace,Southampton,0,1,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.6091243729765436,0.0,0.6091243729765436,2020-09-12,18,1.0,90.0,0,8,7.0,0.0,461359
77,58897,Jeffrey Schlupp,1,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,3,1.0,80.0,0,2,5.5,0.0,5393
78,58897,Max Meyer,1,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,5.0,0.0,3437
79,58897,Jairo Riedewald,1,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.5,0.0,11161
80,58897,Nathan Ferguson,1,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.0,0.0,113206
81,58897,Tyrick Mitchell,1,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,23,1.0,90.0,0,6,4.0,0.0,783246
82,58897,Brandon Pierrick,1,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.5,0.0,6682
